name,line
Sota,"Up for some Tin Pin, tiger?"
Neku,If it'll keep your mouth shut!
Sota,Then let's get slammin'!
Neku,THANK YOU!
Sota,"Just wait till I get my scissors at you, champ."
Shooter,"Aww, no fun! I wanted to hear Blue's big secret!"
Shiki,"Yeah, what's so embarrassing about bringing in clippings? I'll grab "
Joshua,"See, but you're clipping from fashion mags, not comic books."
Neku,Hey!!! How did you...
Joshua,No way. You seriously brought in comics? Hee hee.
Neku,"(Stupid, Neku, stupid!)"
Shooter,"So you're really a big geek, Blue?"
Neku,"Look, are we done here!? Let's just move on, OK!?"
Megumi,"Ahh, Joshua. A shame we couldn't cross pins at the slam-off. I was"
Neku,Who's this guy?
Joshua,He's the mayor.
Neku,Of Shibuya!? (How far up do this kid's connections go?)
Joshua,"So, now that Tin Pin has a criminal element, will the city step in "
Megumi,"Over my cold, dead body. Tin Pin is still full of so many"
Joshua,Hee hee... You're quite taken with it. I thought you considered it
Megumi,"I did, once. But prejudice is an ugly thing. I should have given it a"
Shooter,That's great! Let's play now!
Megumi,Very well. If that is what you choose... my two-headed serpent slam
Megumi,Heh. You simply aren't ready.
Shooter,He's... he's not HUMAN!
Megumi,Return when you have what it takes.
Megumi,"Tin Pin again, is it?"
Shooter,We play until I win!
Megumi,Or until I die of old age. Whichever comes first.
Shooter,Yes! I won!
Megumi,Wonderful... I see now why he picked you... Unnngh... I concede 
Shooter,"Thanks, I will! YOINK!"
Joshua,We're looking for the ones who took all the pins. Do you know 
Megumi,"Alas, I do not. Though that large man seemed somehow familiar..."
Joshua,"...... Thanks, we'll take it from here."
Neku,"(Large man? Oh. Right. How could I forget the ""booth babe""?)"
Joshua,"Well, well. Look who it is. Big surprise at the slam-off, hmm?"
Makoto,Oh! Joshua! You topped the reader response survey again last week!
Shooter,"Friend of yours, Pink?"
Joshua,Indeed. I owe a lot to this gentleman.
Makoto,Nonsense. We at PW owe you far more! Joshua here writes a column for 
Neku,A column? About what?
Joshua,Hee hee. About things beyond your wildest fantasies.
Neku,Huh!? (What the hell does THAT mean?)
Shooter,"Hey, mister! Play us at Tin Pin!"
Makoto,"Sorry, guys. I've got a prep meeting at the magazine. ... Oh, twist "
Joshua,"Beautiful. If we win, you extend my deadline."
Makoto,"Wait, what? Oh, man, I hope I win this!"
Makoto,Woo! I win! 
Neku,Rrgh... 
Makoto,"Boy, I love Tin Pin. I can never play just one round."
Makoto,Up for a quick game of Tin Pin?
Neku,I'm up for a quick win!
Makoto,"Ha ha, we'll see about that."
Makoto,Sigh... Lost again. You're good! Joshua sure knows how to pick 'em. 
Joshua,Thanks for that extension.
Makoto,No! You can't... I can't...
Shooter,So this deadline-- what's it for?
Makoto,"His column, of course. He's the middle-school columnist for ""Pinhead"
Shooter,WHOA! That's my favorite part of PW!
Shiki,Yeah! I picked up an issue-- mainly 'cause the Prince was on the 
Beat,"It's the only thing I read, yo."
Neku,"Wow, you guys. I always scrap it. (... In an acid-proof scrapbook"
Joshua,What a shame. I'm sure you'd love it.
Neku,(I'll die before I talk.)
Shooter,"So... if he doesn't make his deadline, "
Makoto,He doesn't make the magazine.
Shooter,WHAT!? I can't let that happen! 
Shiki,Seriously! Your publisher friend's practically in tears.
Beat,"Dontchu make me pound it outta ya, Pink."
Neku,Just write the stupid column.
Makoto,"Wow, guys... You really care about Pinhead Weekly. I... I'm gonna "
Joshua,"Ugh, fine. I'll have it to you on time. You have my word as a"
Shooter,"Hey, mister! Let's play Tin Pin!"
H,"Energetic little thing, ain't ya? I'd love to play, kid... but I'm"
Neku,"Like what, Mr. H? I could help you look."
Joshua,"Hmm? A friend of yours? It's odd to see you so cooperative, Bruise."
Neku,"(""Bruise""? I see we're jumping right to the point.) Mr. Hanekoma's the"
Joshua,How charming.
Shooter,So? What are you looking for? 
H,Some reports I've written.
Neku,Reports?
H,"Just some passing thoughts. Tying up loose ends, that sorta thing. I"
Neku,But they're important?
H,"Definitely. Ugh, this is a fine mess."
Neku,"If we see them anywhere, we'll grab them."
H,"Thanks, Neku. Just swear you'll never, ever read them. Ever. Forever."
Neku,Uhh... Sure. (OK... What the heck did he write in them?)
777,"Hey, it's Beat 'n' Rhyme!"
Beat,"'Sup, Sevens."
Shiki,Omigosh! You're 777! I'm such a huge fan!
777,"Really? Domo arigato, babe."
Neku,I thought she was a Prince fan.
Joshua,"Hmm? What's that, Black 'n' Blue? You say you're JEALOUS?"
Neku,Wha- NO! And I thought SHE was Black now!
777,You two got any hot new jokes?
Rhyme,We're kind of on a break right now. Thought we might give Tin Pin a 
777,That's kind of a shame. I loved seeing you make Beat pull that face.
Beat,"Yo, right? I'm a genius."
Rhyme,Or just dim.
Beat,R-Rhyme...
Neku,"(Wow, she really cut him down. Wonder what happened...)"
Shiki,Umm... Hey! Why don't we play a round of Tin Pin?
Shooter,YEAH! We're gathering pins! Because we're the Kindred Spirits!
777,That's... I don't get it. But all right. I'll play ya. Let's light it
BJ,And us.
Tenho,"Def Märch forëver, baby."
777,"Heh. Sorry, kid."
Shooter,Agh...
777,"I'll let ya try again, though. Any time ya feel up to it."
777,You up for Tin Pin?
Shooter,Better believe I am!
777,"Oh, I believe it. Let's go."
Shooter,I won!
777,"You're pretty good, kid. Here ya go. And you two? Whatever your deal is, "
Beat,......
Shiki,"Whew... We got away. That was pretty close, huh? If things look grim, "
Shiki,"Hey, um... Aren't we, you know... running a LOT lately? I mean, "
Neku,......
Shiki,"Let's stand our ground when we can, OK?"
Neku,...... Fine.
Shiki,Neku! Stop running all the time!
Neku,What's wrong with running?
Shiki,You're holding us back! What happens if we get a mission where we have
Neku,......
Shiki,...You hear me? Ugh! You are such a chicken. Buck buck buck buck buck
Shiki,...... ...... ......
Neku,(This is awkward...)
Joshua,"Oh, we're running? You didn't seem the type."
Neku,......
Joshua,"Well, I suppose it's inevitable... sometimes. Hee hee..."
Neku,(I suppose you're an ass. All the time.)
Joshua,"Oh, Neku? We seem to be running away an awful lot."
Neku,Are not.
Joshua,Wait-- don't tell me you're struggling with combat! In your second
Neku,......
Joshua,"I know how capable you are, so I won't say another word. Hee hee..."
Neku,(Rrgh! Must...not... strangle!)
Joshua,......
Neku,What?
Joshua,......
Neku,...WHAT? Just say it!
Joshua,"...... ...... ...... Well, you're awfully..."
Neku,What?
Joshua,...... ...... Hmm.
Neku,(You know what? Bite me!)
Beat,"Yo, whatchu runnin' for, man?"
Neku,Why waste energy?
Beat,Hmph. Aight then. But next time we stay an' fight.
Beat,"Yo, yo, what the hell!? Why you keep runnin'?"
Neku,Strategy. That's what you call a tactical retreat.
Beat,Oh yeah? Well... He who stays an' fights away lives today another 
Neku,...... Um. No... I don't think that's how it goes.
Beat,Whatever! As long as we on the offense! We gotta conquer us... some...
Beat,Yo yo yo yo yo yo yo yo yo! NO! Men don't run! Men fight! Where your
Neku,"I told you, I'm being strategic."
Beat,"You'll never survive like that, yo!"
Neku,...... I'm sorry-- that sounded like worry.
Beat,Wha-- N...no! I don't care 'bout you! Hells no!
Neku,...... (Good.)
Neku,Talk about your sketchy stores...
Seller,"Hey, kids? Um... Look around if you want, but... I ain't sellin'."
Neku,Huh?
Seller,"The stuff in the case? It's special to me. So, like, if you want it?"
Neku,...... Then take it out of the damn case.
Shiki,"Neku. Let's just browse, OK?"
Seller,"That fuse? Sorry, ain't sellin'. That baby's custom-made. So, like..."
Seller,"The cough drops? Sorry, ain't sellin'. You can't buy those in just "
Seller,"The dandy hat? Sorry, ain't sellin'. I mean, look at you. Aren't you"
Seller,"""Love in a Heartbeat""? Sorry, ain't sellin'. And for the record: it's"
Shiki,!
Seller,"What? You're not together? You young people, heh."
Neku,You heard the man.
Seller,I ain't sellin'.
Neku,Let's go.
Seller,I ain't sellin'.
Shiki,"Easy, Neku. Let's just browse a bit."
Shiki,Neku! Your phone!
Neku,A meme?
Doi,"Sigh... Another day with no sales... I know my ramen looks plain, "
Shiki,Neku! Your Phone!
Neku,A meme?
Techie,(! ...Cough drops?) Cough drops! Yeah! 777's always 
Techie,I have to hurry! [leaves]
Neku,And away he goes.
Shiki,Maybe he'll buy the part now. Or maybe he won't... We'd better follow
Shiki,Look! He just went inside.
Neku,Let's move.
Techie,"...OK, cough drops: check. But...I get the feeling I'm forgetting"
Shiki,"Neku, try another meme."
Neku,Like some kind of part for repairs?
Techie,It's no good. I keep thinking... and I keep drawing a blank.
Techie,I know I'm supposed to pick something up. What WAS it? I
Techie,"(Until I left this morning,)"
Techie,"(I was setting up the stage, right? Mics were set. "
Techie,(! ...Ramen?) Actually... I am kinda hungry. Yeah... I stopped for
Shiki,Neku! There he is! He's not buying the part! He's...he's... eating?
Doi,There y'are! The Ramen Don special!
Techie,Wait...
Ken,Eat up before it gets cold!
Techie,"Wait just a sec... ! Oh, crap! I'm supposed to be picking up that "
Ken,"Wait! Sir, your noodles! Sigh... I can't win. Young people just won't "
Shiki,Neku! After him!
Techie,It's no good. I keep thinking... and I keep drawing a blank.
Techie,"(Until I left this morning,)"
Techie,(! ...Blackout?) Yeah! I need to fix the lighting. The guy told me to
Techie,It's no good. I keep thinking... and I keep drawing a blank.
Techie,"(Until I left this morning,)"
Techie,(! ...Cough drops?) I bought the cough drops. All set with those. 
Techie,It's no good. I keep thinking... and I keep drawing a blank.
Techie,"(Until I left this morning,)"
Techie,"(! ...Ramen?) No, no, no. Definitely not. Why do I keep thinking "
Techie,I-I-I will! But first--
777,What now?
Techie,[hands over the cough drops] I thought you could use these before the
777,Cough drops?
Techie,I've really been looking forward to your concert!
777,"...... [takes the cough drops] ...Go on, get outta here."
Techie,Right!
777,Hey!
Techie,Y-yeah?
777,"Let's make rock history, man."
Techie,Y-you know it! [leaves]
Shiki,"Good thing he picked those up, huh? And now we have light!"
Neku,Finally we can see inside.
777,Hey! Thanks for everything. Here. For you. It's Def March band swag. One
Shiki,Ooh! Thanks!
777,I better see you at the show. Later!
Shiki,All right! Let's finish this mission.
Neku,Right!
Mina,"How's work going, Makoto?"
Makoto,Bad. The boss wants me to promote some new pins. But how? I don't 
Mina,Sounds rough.
Makoto,"Yeah. I've been trying to study up. Like, people use pins to play Tin"
Mina,"The Tin Pin slam-off, huh... If you had a ticket, you'd go?"
Makoto,Uh-huh.
Mina,Hmm...
Ai,Huh? Isn't that... ......
Ai,Hey...Mina? Where were you yesterday?
Mina,Yesterday? Ahh...umm... Ten-Fou! Yeah... The Prince was there for a
Ai,"Oh... So you weren't over by, say... Shibu Department Store?"
Mina,Huh? No! No... I don't think so. Why?
Ai,Nothing. Never mind.
Reaper,"...... ...Huh? 'Sup, Players. Want me to clear the wall? Then buy me "
Reaper,! Hey! You brought it! Yeaaah! This is the song! The melody's like a
Shooter,"YEAH!!! I can't wait to play in the slam-off! C'mon, Yammer! You "
Yammer,The grand prize is a Hero Pin!? Dude! Those are sooo rare!
Shiki,Slam-off? What's that?
Neku,Check the poster.
Shiki,"""Tin Pin Slammer Super Slam-off!!! Mighty warriorrs, slam forth!"" Ohh."
Neku,"Tin Pin Slammer, huh... (Just some stupid game.)"
Shiki,Hmm... It's some kind of divination. I think you have to move the coin
man,Whoa!
man,Nuh-uh!
man,It moved!
man,...Huh?
man,It's not moving.
man,...Nothing.
man,Hellooo?
man,So quick! So decisive! That's my Reaper! Marvelous! ? ...Huh?
man,"So quick! So decisive! Thadda boy, Creepy! Marvelous! "
Neku,This guy is pissing me off.
Shiki,"Just try moving it more slowly, OK? Apparently that's more convincing."
man,Is it [Black/White/the Gate]!?
man,...not [Black/White/the Gate].
Mina,"I'm serious! Ai, please..."
Ai,Uh-huh. I believe you.
Mina,Arrgh. No you don't. Come on...
Ai,It's OK. I know.
Mina,What!?
Ai,...How you feel.
Mina,(Shoot! She's so onto me! Now what? Do I just tell her?
Mina,(! ...The tickets. Hmm... Maybe I really should tell her. But
Mina,(! ...Reaper Creeper? That magic game people use to get
Ai,(She is so lying. I saw her with him. I'll never forgive her... If only I
Ai,(! ...Tin Pin Slammer? Ticket? Why would I think of-- Wait. Didn't Makoto
Mina,It moved!
Mina,Wow!
Mina,Cool...
Mina,...Hmm. No response.
Mina,"Oh, Reaper?"
Mina,"Move, darn it!"
Mina,"WHOA! Did you see that coin fly? Cool! ! But... Wait. Ai, did you move"
Ai,N...no!
Mina,"Heh heh, I'm kidding. We probably just shook the paper. Let's try one"
Neku,Am I really moving it that fast?
Shiki,Try doing it more slooowly. We ladies require a delicate touch.
Mina,[Black/White/The Gate]?
Mina,Oh! Not [Black/White/the Gate]...
Mina,"Black! Cool... The coin really moved! So, like... We said, ""if you're"
Ai,That's right. And they can
Mina,"The Gate! Cool... The coin really moved! So, like... We said, ""if "
Ai,That's right. And they can
Ai,There it goes...
Ai,(It's gonna be White.)
Ai,(Just watch.)
Ai,Nothing...
Ai,"Come on, Reaper."
Ai,Answer the question!
Ai,Waaah! Hey!!! Mina! Don't move the paper!
Mina,I... I didn't!
Ai,"Yeah, right. You can't fool me!"
Mina,Hey...Ai... What's gotten into you?
Ai,REAPER. CREEPER.
Ai,I knew it
Ai,...What? [Black/The Gate]?
Ai,Oh! Not [Black/White/the Gate]...
Ai,Black? WHAT!?
Mina,"Um, Ai--"
Ai,(Black means NO. But that can't be true. I saw her with him yesterday. 
Mina,Ai... This isn't like 
Ai,The Gate? What is THAT!?
Mina,"Um, Ai--"
Ai,"(The Gate means ""neither."" That makes zero sense! Whatever, I know she's"
Mina,Ai... This isn't like 
Ai,HEY!!! Mina! Stop moving the paper!
Mina,I... I didn't!
Ai,Stop interfering! This is IMPORTANT!
Mina,"Ahh... Please, Ai... You're scaring me. Snap out of it..."
Ai,REAPER. CREEPER.
Ai,Why is it Black!?
Mina,Please... Ai!
Ai,The Reaper is lying! I saw you!
Mina,...What?]
Ai,"...The Gate? That's ridiculous! Quit messing around, Reaper!!!"
Mina,Please... Ai!
Ai,I know the truth. I saw you!
Mina,...What?]
Reaper,"...... ...Huh? 'Sup, Players. Want me to clear the wall? Hmm... Then"
Reaper,...Wait. You already did!? Uhh... Then I guess you can just
Reaper,"You kids know about the pig indicator? If the icon's lit up, there's"
Reaper,"...... Oh, huh! Got 'em already? You're pretty good! ...... So..."
Reaper,"...... ...Huh? 'Sup, Players. Want me to clear the wall? First, bring"
Reaper,"...Hey, wow. I'm kind of impressed. You can pass."
Makoto,The...the book! In my book it said--
Sota,"Stop mumbling, loser!"
Makoto,Eep! I...I was just... Nothing! Never mind!
Neku,"Ooh, we're off to a great start. (I should use imprinting and help him"
Makoto,"(Huh? Oh, no! What's my line? I totally forgot... Totally..."
Makoto,! Come get some hot stuff!
Sota,What?
Makoto,You know. Hot? Stuff?
Sota,'Scuse me?
Makoto,The...the book! In my book it said--
Sota,"Stop mumbling, loser!"
Makoto,Eep! I...I was just... Nothing! Never mind!
Makoto,"! Unreal, bro!"
Sota,Huh?
Makoto,Un...unreal?
Sota,'Scuse me?]
Shooter,"What's your name, bro?"
Makoto,Me? I'm Makoto.
Shooter,Burnt Sienna!
Makoto,Huh?
Shooter,I dub thee the Burnt Sienna Slammurai!
Makoto,Huh? Umm...
Shooter,I'm Red!
Makoto,...Sure.
Neku,Wow. That kid steamrolled him. I better step in.
Makoto,(Who...who is this kid!? I can't get a word in! What should I say?
Makoto,! Totally gnarly!
Shooter,WHOAAA!!!
Makoto,Huh?
Shooter,Bro! Where's your Solid Slammer?
Makoto,T-totally gnarly!
Shooter,What? What happened to it?
Makoto,It's totally gnarly!
Shooter,"Bro, no! You can't let your Solid Slammer get bent outta shape! It's"
Makoto,Um...right.
Makoto,! Come get some hot stuff!
Shooter,WHOAAA!!!
Makoto,Huh?
Shooter,"Bro, did you watch Slammurai this week?"
